pop,hispanic_or_latino,white,black,native_american,asian,nhpi,other,two_or_more,sex_ratio,bachelors,income,foreign_born,age,county,state,margin
"25,477.000",0.053,0.394,0.527,0.004,0.007,0.002,0.000,0.014,1.273,0.085,"36,053",0.035,38.70,St. Francis, Arkansas,0.05
"120,990.000",0.050,0.834,0.076,0.002,0.012,0.001,0.001,0.024,0.957,0.331,"66,876",0.031,39.60,Saline, Arkansas,-0.41
"10,269.000",0.079,0.841,0.022,0.004,0.014,0.000,0.000,0.041,1.114,0.115,"42,635",0.030,41.20,Scott, Arkansas,-0.70
"7,898.000",0.026,0.908,0.005,0.020,0.004,0.000,0.000,0.037,1.000,0.053,"35,077",0.007,48.40,Searcy, Arkansas,-0.69
"127,670.000",0.144,0.691,0.061,0.010,0.045,0.000,0.001,0.047,0.957,0.278,"47,878",0.087,37.90,Sebastian, Arkansas,-0.35
"16,947.000",0.336,0.569,0.046,0.019,0.005,0.005,0.001,0.020,1.028,0.115,"47,872",0.156,35.20,Sevier, Arkansas,-0.53
"17,217.000",0.024,0.919,0.010,0.002,0.000,0.000,0.000,0.044,0.965,0.070,"35,573",0.007,47.90,Sharp, Arkansas,-0.60
"12,582.000",0.019,0.928,0.001,0.004,0.005,0.000,0.000,0.043,0.976,0.172,"36,067",0.007,50,Stone, Arkansas,-0.58
"39,089.000",0.040,0.606,0.329,0.006,0.008,0.000,0.001,0.010,0.931,0.230,"45,293",0.024,41.30,Union, Arkansas,-0.29
"16,578.000",0.032,0.927,0.004,0.012,0.001,0.001,0.000,0.023,0.976,0.104,"40,442",0.015,48.60,Van Buren, Arkansas,-0.57
"236,198.000",0.169,0.694,0.034,0.006,0.025,0.026,0.003,0.042,1.000,0.388,"52,380",0.108,32.20,Washington, Arkansas,-0.04
"78,725.000",0.044,0.878,0.043,0.004,0.008,0.000,0.001,0.022,0.957,0.231,"44,000",0.028,37.10,White, Arkansas,-0.59
"6,477.000",0.002,0.696,0.292,0.000,0.000,0.000,0.000,0.010,0.866,0.097,"40,331",0.001,46.10,Woodruff, Arkansas,-0.28
"21,425.000",0.205,0.748,0.018,0.003,0.011,0.000,0.000,0.014,1.024,0.107,"47,981",0.096,40,Yell, Arkansas,-0.58
"1,661,584.000",0.222,0.306,0.101,0.003,0.310,0.008,0.004,0.046,0.969,0.564,"104,888",0.328,37.80,Alameda, California,0.63
"1,159.000",0.158,0.513,0.009,0.287,0.005,0.000,0.000,0.028,1.146,0.245,"85,750",0.063,47.60,Alpine, California,0.31
"39,023.000",0.143,0.768,0.022,0.005,0.009,0.001,0.006,0.045,1.174,0.156,"65,187",0.059,49.90,Amador, California,-0.24
"223,344.000",0.168,0.712,0.017,0.008,0.046,0.002,0.001,0.045,0.976,0.256,"54,972",0.075,36.90,Butte, California,0.02
"45,828.000",0.125,0.803,0.010,0.006,0.019,0.000,0.001,0.037,1.000,0.207,"67,054",0.043,52.80,Calaveras, California,-0.24
"21,491.000",0.597,0.348,0.012,0.007,0.007,0.001,0.002,0.024,1.049,0.133,"59,427",0.278,35.40,Colusa, California,-0.17
"1,147,788.000",0.258,0.426,0.082,0.002,0.172,0.005,0.004,0.052,0.957,0.391,"103,997",0.248,39.90,Contra Costa, California,0.45
"27,692.000",0.200,0.611,0.026,0.067,0.031,0.002,0.012,0.050,1.137,0.137,"49,981",0.080,40,Del Norte, California,-0.16
"190,345.000",0.130,0.772,0.008,0.005,0.047,0.002,0.002,0.035,0.992,0.290,"83,710",0.093,46.30,El Dorado, California,-0.09
"990,204.000",0.534,0.287,0.044,0.005,0.104,0.001,0.002,0.024,0.996,0.222,"57,109",0.204,32.40,Fresno, California,0.08
"28,060.000",0.422,0.510,0.006,0.013,0.031,0.000,0.000,0.018,1.049,0.130,"51,682",0.178,35.90,Glenn, California,-0.27
"136,101.000",0.119,0.734,0.010,0.041,0.028,0.003,0.002,0.063,0.984,0.254,"49,235",0.054,38.90,Humboldt, California,0.33
"180,580.000",0.847,0.102,0.024,0.006,0.013,0.001,0.001,0.007,1.053,0.181,"46,222",0.301,32.50,Imperial, California,0.24
"17,930.000",0.230,0.611,0.005,0.094,0.014,0.002,0.003,0.042,1.062,0.264,"59,296",0.073,45.30,Inyo, California,0.00
"892,458.000",0.539,0.332,0.051,0.005,0.047,0.001,0.002,0.024,1.049,0.157,"54,851",0.198,31.90,Kern, California,-0.10
"151,090.000",0.549,0.316,0.059,0.008,0.036,0.001,0.002,0.030,1.227,0.149,"61,556",0.195,32,Kings, California,-0.12
"64,276.000",0.213,0.692,0.023,0.031,0.014,0.000,0.001,0.025,0.996,0.109,"49,254",0.082,45.30,Lake, California,0.06
"30,600.000",0.193,0.649,0.085,0.026,0.015,0.008,0.003,0.021,1.899,0.066,"56,971",0.053,36.80,Lassen, California,-0.51
"10,040,682.000",0.483,0.259,0.078,0.002,0.146,0.002,0.004,0.026,0.972,0.392,"71,358",0.337,36.70,Los Angeles, California,0.44
"155,925.000",0.583,0.334,0.031,0.009,0.020,0.001,0.002,0.019,0.934,0.123,"61,924",0.204,34.10,Madera, California,-0.12
"259,441.000",0.161,0.706,0.021,0.001,0.057,0.001,0.008,0.044,0.953,0.501,"121,671",0.183,47.10,Marin, California,0.67
"17,319.000",0.118,0.789,0.015,0.022,0.011,0.004,0.006,0.036,1.066,0.196,"50,960",0.056,51.80,Mariposa, California,-0.18
"87,110.000",0.257,0.641,0.005,0.033,0.019,0.002,0.006,0.037,0.980,0.166,"52,915",0.123,43.40,Mendocino, California,0.36
"273,661.000",0.602,0.269,0.028,0.004,0.074,0.003,0.001,0.019,1.020,0.163,"56,330",0.264,31.20,Merced, California,0.11
"8,853.000",0.149,0.771,0.014,0.035,0.019,0.001,0.000,0.010,1.037,0.140,"51,250",0.076,47.60,Modoc, California,-0.45
"14,395.000",0.270,0.649,0.002,0.012,0.044,0.000,0.007,0.015,1.151,0.210,"64,924",0.159,39.50,Mono, California,0.22
"432,977.000",0.590,0.295,0.024,0.002,0.056,0.004,0.002,0.028,1.037,0.239,"76,943",0.290,34.70,Monterey, California,0.41
"138,572.000",0.341,0.518,0.020,0.003,0.075,0.002,0.004,0.036,0.992,0.376,"92,219",0.212,41.80,Napa, California,0.40
"99,417.000",0.095,0.848,0.003,0.003,0.011,0.002,0.001,0.036,0.969,0.307,"68,333",0.058,50.50,Nevada, California,0.15
"3,170,345.000",0.338,0.398,0.016,0.002,0.209,0.003,0.003,0.033,0.976,0.442,"94,441",0.296,38.30,Orange, California,0.09
"391,799.000",0.143,0.715,0.016,0.003,0.080,0.001,0.002,0.040,0.953,0.397,"93,677",0.113,42.20,Placer, California,-0.07
"18,844.000",0.093,0.823,0.013,0.011,0.012,0.002,0.007,0.040,1.004,0.256,"57,233",0.040,51.90,Plumas, California,-0.17
"2,437,864.000",0.494,0.344,0.061,0.004,0.065,0.003,0.003,0.027,0.992,0.218,"70,732",0.215,35.80,Riverside, California,0.08
"1,537,948.000",0.234,0.437,0.093,0.003,0.164,0.011,0.004,0.055,0.957,0.332,"70,684",0.209,36.40,Sacramento, California,0.25
"61,547.000",0.601,0.334,0.008,0.003,0.026,0.001,0.001,0.026,1.012,0.194,"85,808",0.187,35.70,San Benito, California,0.24
"2,162,532.000",0.538,0.276,0.077,0.003,0.072,0.003,0.002,0.029,0.992,0.222,"65,761",0.207,33.60,San Bernardino, California,0.11
"3,323,970.000",0.339,0.449,0.046,0.004,0.117,0.004,0.002,0.039,1.016,0.410,"82,426",0.229,36.10,San Diego, California,0.23
"874,784.000",0.152,0.398,0.049,0.002,0.340,0.003,0.005,0.050,1.041,0.779,"119,136",0.342,38.30,San Francisco, California,0.73
"751,615.000",0.417,0.307,0.068,0.002,0.155,0.006,0.003,0.043,0.992,0.184,"68,628",0.230,34.40,San Joaquin, California,0.14
"282,517.000",0.228,0.683,0.016,0.004,0.035,0.001,0.002,0.031,1.024,0.324,"77,948",0.095,39.50,San Luis Obispo, California,0.13
"765,623.000",0.241,0.386,0.022,0.001,0.290,0.012,0.005,0.042,0.980,0.584,"128,091",0.350,39.80,San Mateo, California,0.58
"444,895.000",0.457,0.439,0.018,0.004,0.053,0.001,0.002,0.026,1.000,0.354,"78,925",0.227,33.80,Santa Barbara, California,0.32
"1,924,379.000",0.251,0.306,0.023,0.002,0.374,0.003,0.003,0.038,1.028,0.626,"130,890",0.397,37.20,Santa Clara, California,0.47
"273,170.000",0.336,0.569,0.010,0.001,0.047,0.001,0.003,0.033,0.980,0.372,"89,986",0.175,38.20,Santa Cruz, California,0.60
"179,267.000",0.104,0.790,0.010,0.020,0.032,0.001,0.001,0.041,0.969,0.212,"57,139",0.057,41.70,Shasta, California,-0.33
"2,898.000",0.101,0.884,0.001,0.009,0.000,0.000,0.000,0.006,1.037,0.026,"52,103",0.019,54,Sierra, California,-0.21
"43,516.000",0.129,0.756,0.015,0.034,0.012,0.003,0.001,0.050,0.992,0.108,"47,403",0.059,47.70,Siskiyou, California,-0.16
"444,538.000",0.268,0.372,0.133,0.003,0.151,0.009,0.006,0.057,0.992,0.249,"84,638",0.197,38.30,Solano, California,0.30
"496,801.000",0.270,0.625,0.015,0.004,0.042,0.003,0.005,0.036,0.953,0.309,"86,173",0.166,42.40,Sonoma, California,0.51
"546,235.000",0.469,0.408,0.029,0.004,0.057,0.006,0.002,0.025,0.980,0.188,"62,873",0.202,34.30,Stanislaus, California,0.01
"96,315.000",0.313,0.453,0.018,0.009,0.164,0.004,0.002,0.038,0.996,0.203,"63,502",0.217,35.80,Sutter, California,-0.16
"64,176.000",0.256,0.674,0.006,0.011,0.017,0.000,0.000,0.036,0.984,0.180,"48,895",0.087,40.60,Tehama, California,-0.36
"12,541.000",0.074,0.803,0.005,0.055,0.019,0.003,0.017,0.023,1.033,0.116,"41,780",0.031,52.40,Trinity, California,-0.05
"463,955.000",0.651,0.278,0.013,0.006,0.034,0.001,0.003,0.015,1.000,0.142,"52,534",0.215,31.20,Tulare, California,-0.08
"54,147.000",0.126,0.797,0.018,0.014,0.013,0.003,0.002,0.027,1.075,0.163,"60,509",0.047,48.70,Tuolumne, California,-0.19
"845,599.000",0.428,0.449,0.017,0.002,0.071,0.002,0.002,0.029,0.980,0.305,"89,295",0.213,38.50,Ventura, California,0.21
"218,774.000",0.317,0.458,0.023,0.004,0.143,0.004,0.003,0.048,0.942,0.429,"73,746",0.225,31.10,Yolo, California,0.41
"77,524.000",0.288,0.540,0.033,0.008,0.066,0.004,0.002,0.060,1.033,0.189,"59,424",0.121,33,Yuba, California,-0.22
"509,844.000",0.404,0.491,0.032,0.004,0.039,0.001,0.003,0.026,1.020,0.275,"73,817",0.148,34,Adams, Colorado,0.16
"16,153.000",0.471,0.473,0.003,0.015,0.009,0.003,0.005,0.021,0.976,0.254,"41,121",0.077,32.30,Alamosa, Colorado,-0.01
"649,980.000",0.195,0.595,0.106,0.004,0.062,0.002,0.002,0.034,0.984,0.420,"80,291",0.153,36.80,Arapahoe, Colorado,0.25
"13,588.000",0.184,0.762,0.009,0.012,0.011,0.001,0.004,0.015,0.976,0.324,"55,658",0.043,50.30,Archuleta, Colorado,-0.16
"3,570.000",0.113,0.842,0.009,0.020,0.000,0.001,0.000,0.015,1.004,0.287,"34,655",0.044,45.90,Baca, Colorado,-0.70
"5,677.000",0.323,0.567,0.041,0.030,0.007,0.000,0.000,0.033,1.653,0.057,"38,083",0.039,40.60,Bent, Colorado,-0.34
"324,682.000",0.138,0.772,0.008,0.003,0.048,0.001,0.002,0.028,1.012,0.619,"87,476",0.101,36.90,Boulder, Colorado,0.57
"69,444.000",0.126,0.764,0.012,0.004,0.066,0.000,0.001,0.027,1.000,0.577,"101,206",0.100,38.40,Broomfield, Colorado,0.27
"19,977.000",0.100,0.851,0.021,0.003,0.009,0.005,0.001,0.010,1.119,0.290,"55,176",0.038,49,Chaffee, Colorado,0.07
"1,999.000",0.104,0.833,0.002,0.000,0.011,0.003,0.002,0.046,0.916,0.552,"67,763",0.064,41.10,Cheyenne, Colorado,-0.76
"9,533.000",0.072,0.882,0.007,0.005,0.011,0.000,0.000,0.023,1.028,0.429,"71,919",0.022,48.60,Clear Creek, Colorado,0.13
"8,130.000",0.522,0.448,0.003,0.009,0.003,0.000,0.002,0.014,1.012,0.206,"33,611",0.022,38.50,Conejos, Colorado,-0.08
"3,810.000",0.614,0.336,0.003,0.002,0.011,0.000,0.000,0.034,1.096,0.304,"34,732",0.062,49.60,Costilla, Colorado,0.27
"5,733.000",0.319,0.537,0.050,0.027,0.013,0.000,0.000,0.054,2.077,0.028,"40,785",0.038,38.80,Crowley, Colorado,-0.48
"4,941.000",0.117,0.856,0.017,0.001,0.004,0.000,0.000,0.005,0.938,0.550,"60,361",0.039,60.10,Custer, Colorado,-0.37
"30,758.000",0.152,0.808,0.006,0.007,0.009,0.000,0.004,0.014,1.016,0.151,"47,968",0.045,47.70,Delta, Colorado,-0.37
"715,878.000",0.295,0.542,0.088,0.004,0.036,0.001,0.002,0.032,1.004,0.592,"72,661",0.140,34.60,Denver, Colorado,0.61
"1,896.000",0.141,0.793,0.000,0.049,0.000,0.000,0.004,0.014,1.232,0.583,"56,786",0.011,57.50,Dolores, Colorado,-0.52
"344,280.000",0.089,0.814,0.014,0.003,0.051,0.001,0.003,0.027,1.000,0.564,"121,393",0.076,39,Douglas, Colorado,-0.07
"54,960.000",0.293,0.664,0.010,0.002,0.006,0.000,0.000,0.026,1.132,0.444,"85,877",0.153,36.80,Eagle, Colorado,0.30
"26,230.000",0.074,0.871,0.003,0.006,0.010,0.000,0.001,0.035,1.020,0.299,"104,231",0.025,46.20,Elbert, Colorado,-0.50
"710,499.000",0.175,0.684,0.059,0.003,0.026,0.003,0.002,0.047,1.020,0.330,"71,517",0.070,34.40,El Paso, Colorado,-0.11
"47,725.000",0.134,0.789,0.047,0.009,0.007,0.000,0.000,0.013,1.398,0.129,"52,364",0.026,45.20,Fremont, Colorado,-0.40
"59,605.000",0.286,0.678,0.005,0.002,0.008,0.001,0.000,0.019,1.045,0.281,"75,435",0.140,36.60,Garfield, Colorado,0.02
"6,108.000",0.087,0.858,0.006,0.019,0.000,0.000,0.000,0.029,1.174,0.390,"90,547",0.041,49.10,Gilpin, Colorado,0.09
"15,536.000",0.092,0.859,0.007,0.008,0.007,0.002,0.002,0.023,1.174,0.276,"71,769",0.039,43.50,Grand, Colorado,-0.02
"17,119.000",0.096,0.865,0.002,0.010,0.004,0.000,0.001,0.022,1.193,0.585,"60,557",0.040,34.80,Gunnison, Colorado,0.30
781.000,0.096,0.864,0.017,0.017,0.004,0.000,0.000,0.003,0.724,0.378,"39,038",0.008,55.50,Hinsdale, Colorado,-0.16
"6,769.000",0.337,0.617,0.001,0.020,0.000,0.000,0.002,0.023,1.037,0.159,"40,255",0.023,55.60,Huerfano, Colorado,-0.03
"1,316.000",0.110,0.875,0.006,0.000,0.000,0.000,0.000,0.008,1.062,0.231,"46,157",0.043,53.90,Jackson, Colorado,-0.58
"578,795.000",0.155,0.777,0.011,0.004,0.028,0.001,0.002,0.024,0.996,0.480,"87,793",0.062,40.20,Jefferson, Colorado,0.19
"1,463.000",0.045,0.941,0.003,0.001,0.000,0.000,0.000,0.009,0.912,0.313,"39,503",0.004,39.80,Kiowa, Colorado,-0.77
"7,246.000",0.188,0.777,0.004,0.005,0.001,0.006,0.001,0.018,1.070,0.211,"50,411",0.073,38.40,Kit Carson, Colorado,-0.64
"7,845.000",0.261,0.669,0.001,0.024,0.005,0.001,0.000,0.040,1.262,0.532,"65,858",0.100,37.80,Lake, Colorado,0.20
"56,138.000",0.129,0.778,0.005,0.050,0.007,0.000,0.007,0.023,1.012,0.381,"69,291",0.024,40.80,La Plata, Colorado,0.18
"350,523.000",0.117,0.820,0.009,0.005,0.021,0.001,0.002,0.025,0.992,0.474,"76,366",0.057,36.20,Larimer, Colorado,0.15
"14,323.000",0.411,0.529,0.011,0.016,0.006,0.000,0.002,0.025,1.096,0.115,"44,159",0.033,46.20,Las Animas, Colorado,-0.10
"5,608.000",0.219,0.694,0.072,0.004,0.004,0.002,0.001,0.005,1.653,0.060,"47,042",0.036,37.70,Lincoln, Colorado,-0.63
"22,282.000",0.170,0.760,0.015,0.009,0.008,0.015,0.001,0.023,1.232,0.212,"49,560",0.043,38.90,Logan, Colorado,-0.56
"152,962.000",0.147,0.809,0.007,0.007,0.010,0.001,0.002,0.017,0.976,0.256,"57,157",0.041,40,Mesa, Colorado,-0.28
853.000,0.040,0.824,0.012,0.001,0.055,0.000,0.000,0.068,0.876,0.280,"53,571",0.054,51,Mineral, Colorado,-0.15
"13,150.000",0.159,0.797,0.006,0.007,0.001,0.000,0.002,0.028,1.058,0.190,"54,583",0.072,36.70,Moffat, Colorado,-0.64
"26,266.000",0.128,0.720,0.010,0.106,0.008,0.001,0.003,0.024,0.972,0.240,"50,717",0.035,45.20,Montezuma, Colorado,-0.22
"42,280.000",0.206,0.759,0.001,0.011,0.008,0.001,0.000,0.012,0.976,0.237,"54,611",0.075,45.50,Montrose, Colorado,-0.36
"28,617.000",0.361,0.580,0.031,0.002,0.005,0.002,0.000,0.019,1.045,0.130,"58,468",0.137,36.20,Morgan, Colorado,-0.42
"18,284.000",0.422,0.524,0.008,0.003,0.010,0.000,0.014,0.020,0.965,0.151,"43,075",0.044,40.40,Otero, Colorado,-0.22
"4,890.000",0.027,0.932,0.016,0.004,0.000,0.001,0.000,0.021,0.965,0.477,"68,893",0.020,53.50,Ouray, Colorado,0.20
"18,345.000",0.064,0.878,0.003,0.007,0.005,0.000,0.005,0.039,1.119,0.229,"76,611",0.012,51.90,Park, Colorado,-0.17
"4,343.000",0.306,0.689,0.000,0.000,0.004,0.000,0.000,0.001,1.169,0.313,"50,426",0.193,37.50,Phillips, Colorado,-0.59
"17,980.000",0.103,0.845,0.005,0.000,0.023,0.000,0.005,0.020,1.123,0.582,"82,455",0.116,43.30,Pitkin, Colorado,0.52
"12,035.000",0.384,0.583,0.008,0.005,0.006,0.000,0.001,0.013,1.045,0.180,"42,648",0.097,38.50,Prowers, Colorado,-0.46
"167,412.000",0.432,0.515,0.016,0.006,0.007,0.001,0.003,0.019,0.969,0.219,"49,979",0.031,39.70,Pueblo, Colorado,0.02
"6,369.000",0.103,0.838,0.003,0.013,0.006,0.000,0.000,0.036,1.058,0.262,"54,247",0.034,37.60,Rio Blanco, Colorado,-0.68
"11,300.000",0.444,0.517,0.001,0.017,0.001,0.000,0.002,0.018,1.008,0.214,"43,570",0.061,41.20,Rio Grande, Colorado,-0.18
"25,317.000",0.070,0.880,0.010,0.003,0.014,0.000,0.001,0.023,1.105,0.387,"76,198",0.056,40.50,Routt, Colorado,0.28
"6,730.000",0.359,0.589,0.011,0.011,0.001,0.000,0.000,0.028,0.996,0.074,"45,231",0.070,49.10,Saguache, Colorado,0.14
646.000,0.240,0.749,0.000,0.000,0.000,0.000,0.000,0.011,0.976,0.553,"56,875",0.163,45.10,San Juan, Colorado,0.25
"8,110.000",0.109,0.855,0.000,0.009,0.014,0.000,0.002,0.010,1.088,0.538,"66,898",0.099,42.10,San Miguel, Colorado,0.54
"2,306.000",0.191,0.787,0.004,0.001,0.005,0.000,0.003,0.009,0.953,0.125,"43,875",0.036,39.70,Sedgwick, Colorado,-0.57
"30,735.000",0.144,0.809,0.002,0.003,0.009,0.003,0.001,0.029,1.151,0.477,"80,709",0.085,38.20,Summit, Colorado,0.40
"24,981.000",0.070,0.862,0.007,0.005,0.002,0.000,0.000,0.054,1.012,0.373,"61,463",0.022,50.20,Teller, Colorado,-0.35
"4,869.000",0.105,0.864,0.010,0.000,0.004,0.000,0.000,0.018,1.128,0.173,"51,181",0.023,41.30,Washington, Colorado,-0.74
"315,389.000",0.296,0.651,0.011,0.002,0.016,0.001,0.001,0.021,1.020,0.278,"74,332",0.089,34.60,Weld, Colorado,-0.18
"10,013.000",0.239,0.741,0.004,0.006,0.000,0.000,0.000,0.009,1.028,0.229,"54,393",0.122,38.90,Yuma, Colorado,-0.67
"944,306.000",0.200,0.610,0.106,0.001,0.053,0.000,0.005,0.024,0.949,0.499,"97,539",0.219,40.80,Fairfield, Connecticut,0.27
"892,153.000",0.184,0.601,0.128,0.001,0.055,0.000,0.003,0.027,0.946,0.441,"76,259",0.153,40.40,Hartford, Connecticut,0.28
"181,143.000",0.066,0.876,0.015,0.001,0.019,0.000,0.002,0.020,0.976,0.395,"81,590",0.076,47.50,Litchfield, Connecticut,-0.05
"162,742.000",0.064,0.831,0.049,0.001,0.032,0.000,0.002,0.022,0.953,0.487,"84,907",0.078,45.80,Middlesex, Connecticut,0.16
"855,733.000",0.186,0.619,0.125,0.001,0.040,0.000,0.003,0.025,0.931,0.436,"71,370",0.130,40.50,New Haven, Connecticut,0.17
"266,868.000",0.111,0.748,0.052,0.005,0.040,0.000,0.002,0.042,1.004,0.343,"75,831",0.086,41.40,New London, Connecticut,0.16
"150,947.000",0.057,0.837,0.028,0.000,0.047,0.000,0.005,0.025,1.004,0.488,"87,809",0.074,37.60,Tolland, Connecticut,0.12
"116,657.000",0.122,0.819,0.020,0.001,0.014,0.000,0.001,0.024,0.980,0.276,"67,365",0.047,41.20,Windham, Connecticut,-0.04
"179,124.000",0.073,0.606,0.250,0.005,0.021,0.000,0.003,0.043,0.931,0.258,"60,117",0.062,38.10,Kent, Delaware,0.04
"558,306.000",0.102,0.564,0.247,0.002,0.057,0.000,0.003,0.025,0.938,0.392,"75,275",0.115,38.70,New Castle, Delaware,0.37
"230,249.000",0.092,0.746,0.112,0.003,0.012,0.000,0.006,0.027,0.934,0.252,"64,905",0.070,50.30,Sussex, Delaware,-0.11
"701,974.000",0.111,0.367,0.445,0.002,0.040,0.000,0.005,0.029,0.905,0.721,"90,842",0.134,34.10,District of Columbia, District of Columbia,0.87
"268,105.000",0.102,0.605,0.198,0.003,0.060,0.001,0.004,0.028,0.934,0.489,"50,089",0.108,31.70,Alachua, Florida,0.27
"28,679.000",0.027,0.789,0.143,0.003,0.002,0.000,0.001,0.036,1.151,0.119,"62,299",0.014,37.80,Baker, Florida,-0.70
"180,076.000",0.066,0.758,0.106,0.003,0.022,0.001,0.005,0.038,0.984,0.224,"56,483",0.067,40.60,Bay, Florida,-0.44
"27,723.000",0.043,0.730,0.203,0.003,0.007,0.000,0.002,0.012,1.242,0.070,"43,580",0.025,39.80,Bradford, Florida,-0.53
"594,001.000",0.106,0.738,0.093,0.002,0.023,0.001,0.005,0.031,0.957,0.309,"59,359",0.086,47.20,Brevard, Florida,-0.16
"1,942,273.000",0.302,0.355,0.276,0.002,0.035,0.001,0.007,0.023,0.949,0.342,"60,922",0.343,40.50,Broward, Florida,0.30
"14,324.000",0.060,0.773,0.133,0.015,0.002,0.000,0.000,0.019,1.237,0.069,"38,037",0.026,41.90,Calhoun, Florida,-0.62
"185,926.000",0.075,0.835,0.053,0.002,0.013,0.001,0.002,0.018,0.957,0.178,"52,724",0.100,59.50,Charlotte, Florida,-0.27
"147,938.000",0.059,0.876,0.026,0.003,0.017,0.000,0.002,0.018,0.949,0.150,"45,689",0.057,56.70,Citrus, Florida,-0.41
"215,294.000",0.102,0.719,0.105,0.001,0.027,0.000,0.004,0.042,0.972,0.225,"68,657",0.065,39.80,Clay, Florida,-0.37
"379,345.000",0.280,0.626,0.067,0.002,0.015,0.000,0.001,0.010,0.969,0.256,"70,217",0.255,51.30,Collier, Florida,-0.25
"70,898.000",0.064,0.717,0.179,0.001,0.010,0.000,0.003,0.026,1.070,0.135,"44,818",0.036,40.60,Columbia, Florida,-0.45
"37,371.000",0.315,0.546,0.120,0.001,0.004,0.001,0.001,0.011,1.288,0.059,"36,360",0.148,40.70,DeSoto, Florida,-0.32
"16,740.000",0.042,0.839,0.082,0.000,0.002,0.000,0.000,0.035,1.342,0.120,"41,674",0.027,46.20,Dixie, Florida,-0.66
"948,651.000",0.102,0.518,0.291,0.002,0.046,0.001,0.006,0.034,0.942,0.328,"56,769",0.114,36.30,Duval, Florida,0.04
"316,691.000",0.058,0.638,0.218,0.003,0.030,0.001,0.002,0.049,0.976,0.283,"53,023",0.051,37.30,Escambia, Florida,-0.15
"112,854.000",0.106,0.741,0.097,0.002,0.025,0.001,0.004,0.023,0.916,0.208,"57,536",0.121,51.80,Flagler, Florida,-0.21
"11,914.000",0.056,0.763,0.135,0.000,0.003,0.000,0.012,0.031,1.288,0.071,"48,814",0.035,47.30,Franklin, Florida,-0.37
"45,787.000",0.104,0.323,0.553,0.003,0.002,0.000,0.001,0.014,0.908,0.122,"41,135",0.050,41.40,Gadsden, Florida,0.37
"18,245.000",0.060,0.861,0.053,0.000,0.002,0.000,0.000,0.024,1.096,0.074,"47,381",0.043,41.70,Gilchrist, Florida,-0.64
"13,777.000",0.212,0.599,0.130,0.039,0.007,0.000,0.003,0.010,1.227,0.102,"39,709",0.102,47.90,Glades, Florida,-0.46
"15,073.000",0.045,0.779,0.147,0.002,0.006,0.000,0.001,0.021,1.392,0.147,"50,640",0.045,46.30,Gulf, Florida,-0.51
"14,397.000",0.098,0.543,0.335,0.006,0.003,0.000,0.003,0.012,1.381,0.044,"38,300",0.046,40,Hamilton, Florida,-0.32
"27,027.000",0.439,0.466,0.062,0.001,0.012,0.000,0.000,0.021,1.137,0.058,"40,165",0.104,35.40,Hardee, Florida,-0.45
"41,472.000",0.543,0.314,0.109,0.014,0.009,0.000,0.000,0.012,1.132,0.079,"36,978",0.268,35,Hendry, Florida,-0.23
"190,700.000",0.141,0.767,0.048,0.003,0.012,0.001,0.006,0.023,0.931,0.164,"50,280",0.073,48.80,Hernando, Florida,-0.30
"104,574.000",0.204,0.661,0.093,0.001,0.015,0.000,0.004,0.022,0.942,0.121,"43,708",0.113,54.10,Highlands, Florida,-0.34
"1,451,358.000",0.291,0.479,0.155,0.002,0.041,0.001,0.004,0.027,0.957,0.378,"60,566",0.179,37.40,Hillsborough, Florida,0.07
"19,530.000",0.030,0.863,0.069,0.010,0.007,0.003,0.001,0.017,1.183,0.086,"39,215",0.018,42.20,Holmes, Florida,-0.79
"156,964.000",0.125,0.749,0.083,0.001,0.014,0.001,0.003,0.024,0.923,0.272,"57,945",0.105,54,Indian River, Florida,-0.22
"47,409.000",0.049,0.653,0.263,0.007,0.005,0.001,0.003,0.019,1.203,0.069,"40,754",0.027,42.20,Jackson, Florida,-0.39
"14,278.000",0.042,0.598,0.334,0.002,0.004,0.000,0.003,0.017,1.146,0.124,"49,081",0.035,47.30,Jefferson, Florida,-0.07
"8,576.000",0.162,0.659,0.157,0.002,0.000,0.011,0.000,0.010,1.532,0.148,"51,734",0.066,38.60,Lafayette, Florida,-0.72
"356,115.000",0.161,0.690,0.101,0.003,0.020,0.001,0.004,0.020,0.938,0.242,"55,792",0.097,47,Lake, Florida,-0.20
"756,570.000",0.219,0.663,0.079,0.001,0.016,0.000,0.005,0.016,0.961,0.240,"59,608",0.166,48.80,Lee, Florida,-0.19
"291,863.000",0.066,0.560,0.309,0.001,0.036,0.000,0.003,0.025,0.901,0.488,"54,675",0.066,31.30,Leon, Florida,0.28
"40,979.000",0.086,0.789,0.082,0.002,0.009,0.000,0.005,0.027,0.949,0.100,"38,951",0.040,47,Levy, Florida,-0.46
"8,333.000",0.046,0.750,0.137,0.015,0.004,0.000,0.005,0.042,1.457,0.067,"39,121",0.032,40.60,Liberty, Florida,-0.60
"18,557.000",0.059,0.537,0.373,0.001,0.006,0.000,0.004,0.018,1.160,0.110,"35,240",0.046,44.20,Madison, Florida,-0.19
"393,847.000",0.164,0.709,0.083,0.002,0.021,0.000,0.001,0.019,0.934,0.255,"59,963",0.127,48.80,Manatee, Florida,-0.16
"360,210.000",0.137,0.697,0.123,0.002,0.014,0.000,0.003,0.024,0.923,0.162,"46,587",0.075,48.70,Marion, Florida,-0.26
